move_name,type,category,power,accuracy,pp,makes_contact,introduced,effect,z_effect
Purify,Poison,Status,,,20,false,7,"The user heals the target's status condition. If the move succeeds, it also restores the user's own HP.Z-Move effectsWhen a Pokémon is holdingPoisonium Zand uses its Z-Power,Purifyturns intoZ-Purifyand raises all stats one stage each, in addition to its usual effect as above.","When a Pokémon is holdingPoisonium Zand uses its Z-Power,Purifyturns intoZ-Purifyand raises all stats one stage each, in addition to its usual effect as above."
Take Heart,Psychic,Status,,,10,false,8,"Take Heartheals the user's status conditions, and raises the user's Special Attack and Special Defense by one stage each.",
Sweet Scent,Normal,Status,,100,20,false,2,Sweet Scentlowers the target's Evasion by one stage.,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Sweet Scentturns intoZ-Sweet Scentand raises Accuracy one stage, in addition to its usual effect as above.Outside of battleWhile standing in any area where a Pokémon could appear (e.g. tall grass, in a cave, surfing on water),Sweet Scentwill make a wild Pokémon automatically appear. InGeneration 6,Sweet Scentwill often initiate a Horde Encounter with 5 wild Pokémon.InGenerations 4-5and Pokémon X/Y,Sweet Scentcan only be used when there is no weather condition (e.g. rain) present."
Kowtow Cleave,Dark,Physical,85,,10,true,9,Always hits.,
Origin Pulse,Water,Special,110,85,10,false,6,Origin Pulsedeals damage and hits all adjacent opponents in double/triple battles.,"When a Pokémon is holdingWaterium Zand uses its Z-Power,Origin Pulseturns intoHydro Vortexand has base power185."
Cross Chop,Fighting,Physical,100,80,5,true,2,Cross Chopdeals damage and has an increased critical hit ratio (1⁄8instead of1⁄24).,"When a Pokémon is holdingFightinium Zand uses its Z-Power,Cross Chopturns intoAll-Out Pummelingand has base power180."
Fire Spin,Fire,Special,35,85,15,false,1,"Fire Spininflicts damage on the first turn then traps the opponent, causing them to lose1⁄8of their maximum HP after each turn, for 4-5 turns.","When a Pokémon is holdingFirium Zand uses its Z-Power,Fire Spinturns intoInferno Overdriveand has base power100."
Petal Blizzard,Grass,Physical,90,100,15,false,6,Petal Blizzarddeals damage with no additional effect.,"When a Pokémon is holdingGrassium Zand uses its Z-Power,Petal Blizzardturns intoBloom Doomand has base power175."
Hurricane,Flying,Special,110,70,10,false,5,Hurricanedeals damage and has a 30% chance ofconfusingthe target.,"When a Pokémon is holdingFlyinium Zand uses its Z-Power,Hurricaneturns intoSupersonic Skystrikeand has base power185."
ExtremeSpeed,Normal,Physical,80,100,5,true,2,Extreme Speeddeals damage and attacks before the majority of other moves (priority of +2).,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Extreme Speedturns intoBreakneck Blitzand has base power160."
Fiery Dance,Fire,Special,80,100,10,false,5,Fiery Dancedeals damage and has a 50% chance of raising the user's Special Attack by one stage.,"When a Pokémon is holdingFirium Zand uses its Z-Power,Fiery Danceturns intoInferno Overdriveand has base power160."
Dire Claw,Poison,Physical,80,100,15,true,8,"Dire Clawdeals damage and has a 50% chance of either poisoning, paralyzing, or putting the target to sleep.",
Freeze-Dry,Ice,Special,70,100,20,false,6,"Freeze-Drydeals damage and has a 10% change of freezing the target. In addition to Ice's usual type advantages,Freeze-Dryis also super-effective against the Water type. This in effect gives the move its own (slightly different) type chart, as shown below:","When a Pokémon is holdingIcium Zand uses its Z-Power,Freeze-Dryturns intoSubzero Slammerand has base power140."
Mud Bomb,Ground,Special,65,85,10,false,4,Mud Bombdeals damage and has a 30% chance of lowering the target's Accuracy by one stage.,"When a Pokémon is holdingGroundium Zand uses its Z-Power,Mud Bombturns intoTectonic Rageand has base power120."
Encore,Normal,Status,,100,5,false,2,Encoreforces the target to use the previously selected move for 3 turns.,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Encoreturns intoZ-Encoreand raises Speed one stage, in addition to its usual effect as above."
Magic Room,Psychic,Status,,,10,false,5,Magic Roomsuppresses the effects of held items for all Pokémon for five turns.,"When a Pokémon is holdingPsychium Zand uses its Z-Power,Magic Roomturns intoZ-Magic Roomand raises Special Defense one stage, in addition to its usual effect as above."
Sky Uppercut,Fighting,Physical,85,90,15,true,3,"Sky Uppercutdeals damage and can hit Pokémon during the invulnerable stage ofBounce,FlyorSky Drop.","When a Pokémon is holdingFightinium Zand uses its Z-Power,Sky Uppercutturns intoAll-Out Pummelingand has base power160."
Icicle Spear,Ice,Physical,25,100,30,false,3,"Icicle Spearhits 2-5 times per turn used. The probability of each interval is shown in the table, with the total power after each hit.","When a Pokémon is holdingIcium Zand uses its Z-Power,Icicle Spearturns intoSubzero Slammerand has base power140."
Chilling Water,Water,Special,50,100,20,false,9,Lowers opponent's Attack.,
Mega Drain,Grass,Special,40,100,15,false,1,Mega Draindeals damage and the user will recover 50% of the HP drained.,"When a Pokémon is holdingGrassium Zand uses its Z-Power,Mega Drainturns intoBloom Doomand has base power120."
Snarl,Dark,Special,55,95,15,false,5,Snarldeals damage and lowers the target's Special Attack by one stage.,"When a Pokémon is holdingDarkinium Zand uses its Z-Power,Snarlturns intoBlack Hole Eclipseand has base power100."
Thunder Punch,Electric,Physical,75,100,15,true,1,Thunder Punchdeals damage and has a 10% chance of paralyzing the target.,"When a Pokémon is holdingElectrium Zand uses its Z-Power,Thunder Punchturns intoGigavolt Havocand has base power140."
Sheer Cold,Ice,Special,,30,5,false,3,"If it hits,Sheer Coldis guaranteed to make the opponent faint. Its accuracy increases if the user is a higher level than the target Pokémon, but fails if the target is higher level or is Ice type.","When a Pokémon is holdingIcium Zand uses its Z-Power,Sheer Coldturns intoSubzero Slammerand has base power180."
Fiery Wrath,Dark,Special,90,100,10,false,8,May cause flinching.							(20% chance),
Egg Bomb,Normal,Physical,100,75,10,false,1,Egg Bombdeals damage with no additional effect.,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Egg Bombturns intoBreakneck Blitzand has base power180."
Water Shuriken,Water,Special,15,100,20,false,6,Water Shurikenattacks with increased priority.,"When a Pokémon is holdingWaterium Zand uses its Z-Power,Water Shurikenturns intoHydro Vortexand has base power100."
Dragon Tail,Dragon,Physical,60,90,10,true,5,"In battles, the opponent switches. In the wild, the Pokémon runs.Z-Move effectsWhen a Pokémon is holdingDragonium Zand uses its Z-Power,Dragon Tailturns intoDevastating Drakeand has base power120.","When a Pokémon is holdingDragonium Zand uses its Z-Power,Dragon Tailturns intoDevastating Drakeand has base power120."
Simple Beam,Normal,Status,,100,15,false,5,Simple Beamchanges the target's ability toSimple.,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Simple Beamturns intoZ-Simple Beamand raises Special Attack one stage, in addition to its usual effect as above."
Roar,Normal,Status,,,20,false,1,"In the wild,Roarcauses the target Pokémon to flee if they are of a lower level, and the battle ends.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Roarturns intoZ-Roarand raises Defense one stage, in addition to its usual effect as above."
Volt Switch,Electric,Special,70,100,20,false,5,"User must switch out after attacking.Z-Move effectsWhen a Pokémon is holdingElectrium Zand uses its Z-Power,Volt Switchturns intoGigavolt Havocand has base power140.","When a Pokémon is holdingElectrium Zand uses its Z-Power,Volt Switchturns intoGigavolt Havocand has base power140."
Water Pulse,Water,Special,60,100,20,false,3,Water Pulsedeals damage and has a 20% chance ofconfusingthe target.,"When a Pokémon is holdingWaterium Zand uses its Z-Power,Water Pulseturns intoHydro Vortexand has base power120."
Thunderclap,Electric,Special,70,100,5,false,9,Strikes before a target's move.,
Low Kick,Fighting,Physical,,100,20,true,1,"Low Kickinflicts greater damage onheavier opponents, as shown in the table.","When a Pokémon is holdingFightinium Zand uses its Z-Power,Low Kickturns intoAll-Out Pummelingand has base power160."
Solar Blade,Grass,Physical,125,100,10,true,7,"The user ofSolar Bladewillabsorb lighton the first turn. On the second turn,Solar Bladedeals damage.","When a Pokémon is holdingGrassium Zand uses its Z-Power,Solar Bladeturns intoBloom Doomand has base power190."
Supersonic,Normal,Status,,55,20,false,1,"Supersoniccauses the target to become confused. Confused Pokémon have a 33% chance of hurting themselves each turn, for 1-4 attacking turns (50% chance inGenerations 1-6). The damage received is as if the Pokémon attacks itself with a typeless 40 base power Physical attack.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Supersonicturns intoZ-Supersonicand raises Speed one stage, in addition to its usual effect as above."
Gear Up,Steel,Status,,,20,false,7,"The user engages its gears to raise the Attack and Sp. Atk stats of ally Pokémon with the Plus or Minus Ability.Z-Move effectsWhen a Pokémon is holdingSteelium Zand uses its Z-Power,Gear Upturns intoZ-Gear Upand raises Special Attack one stage, in addition to its usual effect as above.","When a Pokémon is holdingSteelium Zand uses its Z-Power,Gear Upturns intoZ-Gear Upand raises Special Attack one stage, in addition to its usual effect as above."
Electro Shot,Electric,Special,130,100,10,false,9,"The userabsorbs electricityon the first turn and raises its Special Attack; on the second turn,Electro Shotdeals damage.",
Fire Pledge,Fire,Special,80,100,10,false,5,"Fire Pledgedeals damage at base power80. If a teammate usesGrass PledgeorWater Pledgein the same turn, the moves combine into one attack of base power160and added effects appear.","When a Pokémon is holdingFirium Zand uses its Z-Power,Fire Pledgeturns intoInferno Overdriveand has base power160."
Blaze Kick,Fire,Physical,85,90,10,true,3,Blaze Kickdeals damage and has a 10% chance of burning the target. It also has an increased critical hit ratio (1⁄8instead of1⁄24).,"When a Pokémon is holdingFirium Zand uses its Z-Power,Blaze Kickturns intoInferno Overdriveand has base power160."
Mach Punch,Fighting,Physical,40,100,30,true,2,Mach Punchdeals damage and has a priority of +1.,"When a Pokémon is holdingFightinium Zand uses its Z-Power,Mach Punchturns intoAll-Out Pummelingand has base power100."
Ice Fang,Ice,Physical,65,95,15,true,4,"Ice Fangdeals damage, has a 10% chance of freezing the target and has a 10% chance of causing the target to flinch (if the target has not yet moved).","When a Pokémon is holdingIcium Zand uses its Z-Power,Ice Fangturns intoSubzero Slammerand has base power120."
Mat Block,Fighting,Status,,,10,false,6,"Mat Blockprotects the user's team from Physical or Special category moves, but not Status moves. It only works on the first turn the user is in battle.","When a Pokémon is holdingFightinium Zand uses its Z-Power,Mat Blockturns intoZ-Mat Blockand raises Defense one stage, in addition to its usual effect as above."
Metronome,Normal,Status,,,10,false,1,"Metronomeuses a random move chosen from nearly all existing moves, even if the user cannot normally learn it.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Metronometurns intoZ-Metronomeand becomes the Z-Move for the move selected (for example Tectonic Rage if Earthquake was chosen), in addition to its usual effect as above."
Powder,Bug,Status,,100,20,false,6,"Powdermoves with priority and covers the target in a powder that lasts for the rest of the current turn only. It damages the target if they use a Fire type move in that turn, and prevents the Fire move from working.","When a Pokémon is holdingBuginium Zand uses its Z-Power,Powderturns intoZ-Powderand raises Special Defense two stages, in addition to its usual effect as above."
Lash Out,Dark,Physical,75,100,5,true,8,"The user lashes out to vent its frustration toward the target. If its stats were lowered during the turn, the power of this move is doubled.",
Flatter,Dark,Status,,100,15,false,3,"Flatterconfuses the target, and raises its Special Attack by one stage.","When a Pokémon is holdingDarkinium Zand uses its Z-Power,Flatterturns intoZ-Flatterand raises Special Defense one stage, in addition to its usual effect as above."
Hyperspace Fury,Dark,Physical,100,,5,false,6,"Hyperspace Furydeals damage but lowers the user's Defense by one stage after attacking. The move always hits, even if the target used aProtect-like move.","When a Pokémon is holdingDarkinium Zand uses its Z-Power,Hyperspace Furyturns intoBlack Hole Eclipseand has base power180."
Night Daze,Dark,Special,85,95,10,false,5,Night Dazedeals damage and has a 40% chance of lowering the target's Accuracy by one stage.,"When a Pokémon is holdingDarkinium Zand uses its Z-Power,Night Dazeturns intoBlack Hole Eclipseand has base power160."
